"prodcodeid","dmdid","bnfcode","termfromemis","dmdproductdescription","bnfname","productname","dmdlevel","vpid","atc","formulation","routeofadministration","drugsubstancename","substancestrength","category","term"
"10220241000033110","28922411000001103","0501120X0BCACAA","evoxil 500mg tablets (kent pharma (uk) ltd)","evoxil 500mg tablets (kent pharma (uk) ltd)","evoxil 500mg tablets","evoxil 500mg tablets","AMP","324634001","J01MA12","tablet","oral","levofloxacin hemihydrate","500.000mg","abx","Evoxil 500mg tablets (Kent Pharma (UK) Ltd)"
"56841000033114","42011000001106","0501013B0BGACAS","amoram 125mg/5ml oral suspension (lpc medical (uk) ltd)","amoram 125mg/5ml oral suspension (lpc medical (uk) ltd)","amoram 125mg/5ml oral suspension","amoram 125mg/5ml oral suspension","AMP","35901911000001104","J01CA04","oral suspension","oral","amoxicillin trihydrate","25.000mg/1.000ml","abx","Amoram 125mg/5ml oral suspension (LPC Medical (UK) Ltd)"
"55641000033117","774011000001100","0501013B0BFAGAS","amix 125 oral suspension (ashbourne pharmaceuticals ltd)","amix 125 oral suspension (ashbourne pharmaceuticals ltd)","amix 125 oral suspension","amix 125 oral suspension","AMP","35901911000001104","J01CA04","oral suspension","oral","amoxicillin trihydrate","25.000mg/1.000ml","abx","Amix 125 oral suspension (Ashbourne Pharmaceuticals Ltd)"
"625941000033118","874611000001105","0501013B0BHACAS","galenamox 125mg/5ml oral suspension (galen ltd)","galenamox 125mg/5ml oral suspension (galen ltd)","galenamox 125mg/5ml oral suspension","galenamox 125mg/5ml oral suspension","AMP","35901911000001104","J01CA04","oral suspension","oral","amoxicillin trihydrate","25.000mg/1.000ml","abx","Galenamox 125mg/5ml oral suspension (Galen Ltd)"
"53941000033113","3243311000001101","0501013B0BCAIAH","amoxil 3g oral powder sachets sucrose free (glaxosmithkline uk ltd)","amoxil 3g oral powder sachets sucrose free (glaxosmithkline uk ltd)","amoxil 3g oral powder sachets sucrose free","amoxil 3g oral powder sachets sucrose free","AMP","35902111000001107","J01CA04","powder","oral","amoxicillin trihydrate","3.000gram","abx","Amoxil 3g oral powder sachets sucrose free (GlaxoSmithKline UK Ltd)"
"1436941000033111","165611000001108","0501050C0BKAAAK","tiloryth 250mg gastro-resistant capsules (tillomed laboratories ltd)","tiloryth 250mg gastro-resistant capsules (tillomed laboratories ltd)","tiloryth 250mg gastro-resistant capsules","tiloryth 250mg gastro-resistant capsules","AMP","36064711000001106","J01FA01","gastro-resistant capsule","oral","erythromycin","250.000mg","abx","Tiloryth 250mg gastro-resistant capsules (Tillomed Laboratories Ltd)"
"2890541000033117","4227311000001109","0501050C0BLAAAK","kerymax 250mg gastro-resistant capsules (kent pharma (uk) ltd)","kerymax 250mg gastro-resistant capsules (kent pharma (uk) ltd)","kerymax 250mg gastro-resistant capsules","kerymax 250mg gastro-resistant capsules","AMP","36064711000001106","J01FA01","gastro-resistant capsule","oral","erythromycin","250.000mg","abx","Kerymax 250mg gastro-resistant capsules (Kent Pharma (UK) Ltd)"
"534141000033113","759811000001108","0501050C0BCAAAK","erymax 250mg gastro-resistant capsules (teva uk ltd)","erymax 250mg gastro-resistant capsules (teva uk ltd)","erymax 250mg gastro-resistant capsules","erymax 250mg gastro-resistant capsules","AMP","36064711000001106","J01FA01","gastro-resistant capsule","oral","erythromycin","250.000mg","abx","Erymax 250mg gastro-resistant capsules (Teva UK Ltd)"
"368341000033110","36090611000001106","0501013L0AAADAD","co-fluampicil 125mg/125mg/5ml oral suspension","co-fluampicil 125mg/125mg/5ml oral suspension","co-fluampicil 125mg/125mg/5ml oral suspension","co-fluampicil 125mg/125mg/5ml oral suspension","VMP","36090611000001106","J01CA51","oral suspension","oral","ampicillin trihydrate/ flucloxacillin magnesium","25.000mg/1.000ml + 25.000mg/1.000ml","abx","Co-fluampicil 125mg/125mg/5ml oral suspension"
"803141000033116","531011000001104","0501021A0BDACAJ","keftid 125mg/5ml oral suspension (strides pharma uk ltd)","keftid 125mg/5ml oral suspension (strides pharma uk ltd)","keftid 125mg/5ml oral suspension","keftid 125mg/5ml oral suspension","AMP","36134011000001105","J01DC04","oral suspension","oral","cefaclor monohydrate","25.000mg/1.000ml","abx","Keftid 125mg/5ml oral suspension (Strides Pharma UK Ltd)"
"803241000033111","318811000001107","0501021A0BDADAK","keftid 250mg/5ml oral suspension (strides pharma uk ltd)","keftid 250mg/5ml oral suspension (strides pharma uk ltd)","keftid 250mg/5ml oral suspension","keftid 250mg/5ml oral suspension","AMP","36134111000001106","J01DC04","oral suspension","oral","cefaclor monohydrate","50.000mg/1.000ml","abx","Keftid 250mg/5ml oral suspension (Strides Pharma UK Ltd)"
"452341000033110","583511000001100","0501021A0BBAEAG","distaclor mr 375mg tablets (flynn pharma ltd)","distaclor mr 375mg tablets (flynn pharma ltd)","distaclor mr 375mg tablets","distaclor mr 375mg tablets","AMP","36134211000001100","J01DC04","modified-release tablet","oral","cefaclor monohydrate","375.000mg","abx","Distaclor MR 375mg tablets (Flynn Pharma Ltd)"
"2617541000033112","869711000001109","0501021A0BEAAAG","bacticlor mr 375mg tablets (ranbaxy (uk) ltd)","bacticlor mr 375mg tablets (ranbaxy (uk) ltd)","bacticlor mr 375mg tablets","bacticlor mr 375mg tablets","AMP","36134211000001100","J01DC04","modified-release tablet","oral","cefaclor monohydrate","375.000mg","abx","Bacticlor MR 375mg tablets (Ranbaxy (UK) Ltd)"
"232541000033117","3234011000001103","0501021L0BBAJAE","ceporex 500mg/5ml syrup (strides pharma uk ltd)","ceporex 500mg/5ml syrup (strides pharma uk ltd)","ceporex 500mg/5ml syrup","ceporex 500mg/5ml syrup","AMP","36134311000001108","J01DB01","oral suspension","oral","cefalexin","100.000mg/1.000ml","abx","Ceporex 500mg/5ml syrup (Strides Pharma UK Ltd)"
"1393841000033111","3184511000001101","0501021C0BBABAB","suprax paediatric 100mg/5ml oral suspension (sanofi)","suprax paediatric 100mg/5ml oral suspension (sanofi)","suprax paediatric 100mg/5ml oral suspension","suprax paediatric 100mg/5ml oral suspension","AMP","36134411000001101","J01DD08","oral suspension","oral","cefixime","20.000mg/1.000ml","abx","Suprax Paediatric 100mg/5ml oral suspension (Sanofi)"
"1511941000033116","3466111000001104","0501021M0BBACAF","velosef 250mg/5ml syrup (bristol-myers squibb pharmaceuticals ltd)","velosef 250mg/5ml syrup (bristol-myers squibb pharmaceuticals ltd)","velosef 250mg/5ml syrup","velosef 250mg/5ml syrup","AMP","36134511000001102","J01DB09","oral solution","oral","cefradine","50.000mg/1.000ml","abx","Velosef 250mg/5ml syrup (Bristol-Myers Squibb Pharmaceuticals Ltd)"
"6030241000033111","18149211000001106","0501050B0BEAAAE","clarie xl 500mg tablets (teva uk ltd)","clarie xl 500mg tablets (teva uk ltd)","clarie xl 500mg tablets","clarie xl 500mg tablets","AMP","36142611000001107","J01FA09","modified-release tablet","oral","clarithromycin","500.000mg","abx","Clarie XL 500mg tablets (Teva UK Ltd)"
"8246541000033111","21667211000001100","0501050B0BFAAAE","mycifor xl 500mg tablets (forum products ltd)","mycifor xl 500mg tablets (forum products ltd)","mycifor xl 500mg tablets","mycifor xl 500mg tablets","AMP","36142611000001107","J01FA09","modified-release tablet","oral","clarithromycin","500.000mg","abx",NA
"8243841000033116","21708211000001106","0501050B0BGAAAE","febzin xl 500mg tablets (actavis uk ltd)","febzin xl 500mg tablets (actavis uk ltd)","febzin xl 500mg tablets","febzin xl 500mg tablets","AMP","36142611000001107","J01FA09","modified-release tablet","oral","clarithromycin","500.000mg","abx",NA
"11809941000033116","33656011000001109","0501050B0BHAAAE","xetinin xl 500mg tablets (morningside healthcare ltd)","xetinin xl 500mg tablets (morningside healthcare ltd)","xetinin xl 500mg tablets","xetinin xl 500mg tablets","AMP","36142611000001107","J01FA09","modified-release tablet","oral","clarithromycin","500.000mg","abx",NA
"5150241000033119","15656211000001107","0501030Z0BBAAAA","efracea 40mg modified-release capsules (galderma (uk) ltd)","efracea 40mg modified-release capsules (galderma (uk) ltd)","efracea 40mg modified-release capsules","efracea 40mg modified-release capsules","AMP","36564611000001104","J01AA02","modified-release capsule","oral","doxycycline monohydrate","40.000mg","abx","Efracea 40mg modified-release capsules (Galderma (UK) Ltd)"
"2290941000033119","618111000001108","0501013K0BDADAD","ranclav 125mg/31mg/5ml sf oral suspension (ranbaxy (uk) ltd)","ranclav 125mg/31mg/5ml sf oral suspension (ranbaxy (uk) ltd)","ranclav 125mg/31mg/5ml sf oral suspension","ranclav 125mg/31mg/5ml sf oral suspension","AMP","36565811000001104","J01CR02","oral suspension","oral","amoxicillin trihydrate/ potassium clavulanate","25.000mg/1.000ml + 6.250mg/1.000ml","abx","Ranclav 125mg/31mg/5ml SF oral suspension (Ranbaxy (UK) Ltd)"
"2291041000033112","451111000001109","0501013K0BDACAG","ranclav 250mg/62mg/5ml sf oral suspension (ranbaxy (uk) ltd)","ranclav 250mg/62mg/5ml sf oral suspension (ranbaxy (uk) ltd)","ranclav 250mg/62mg/5ml sf oral suspension","ranclav 250mg/62mg/5ml sf oral suspension","AMP","37083611000001104","J01CR02","oral suspension","oral","amoxicillin trihydrate/ potassium clavulanate","50.000mg/1.000ml + 12.500mg/1.000ml","abx",NA
"13707941000033117","38726811000001109","0501013B0AAAUAU","amoxicillin 1g dispersible tablets sugar free","amoxicillin 1g dispersible tablets sugar free","amoxicillin 1g dispersible tablets sugar free","amoxicillin 1g dispersible tablets sugar free","VMP","38726811000001109","J01CA04","dispersible tablet","oral","amoxicillin trihydrate","1.000gram","abx","Amoxicillin 1g dispersible tablets sugar free"
"625841000033114","190111000001106","0501013B0BHADAT","galenamox 250mg/5ml oral suspension (galen ltd)","galenamox 250mg/5ml oral suspension (galen ltd)","galenamox 250mg/5ml oral suspension","galenamox 250mg/5ml oral suspension","AMP","39021911000001105","J01CA04","oral suspension","oral","amoxicillin trihydrate","50.000mg/1.000ml","abx","Galenamox 250mg/5ml oral suspension (Galen Ltd)"
"55741000033114","252511000001109","0501013B0BFAIAT","amix 250 oral suspension (ashbourne pharmaceuticals ltd)","amix 250 oral suspension (ashbourne pharmaceuticals ltd)","amix 250 oral suspension","amix 250 oral suspension","AMP","39021911000001105","J01CA04","oral suspension","oral","amoxicillin trihydrate","50.000mg/1.000ml","abx","Amix 250 oral suspension (Ashbourne Pharmaceuticals Ltd)"
"56941000033118","284811000001105","0501013B0BGADAT","amoram 250mg/5ml oral suspension (lpc medical (uk) ltd)","amoram 250mg/5ml oral suspension (lpc medical (uk) ltd)","amoram 250mg/5ml oral suspension","amoram 250mg/5ml oral suspension","AMP","39021911000001105","J01CA04","oral suspension","oral","amoxicillin trihydrate","50.000mg/1.000ml","abx","Amoram 250mg/5ml oral suspension (LPC Medical (UK) Ltd)"
"235141000033115","474311000001107","0501021L0BBACAG","ceporex 250mg tablets (strides pharma uk ltd)","ceporex 250mg tablets (strides pharma uk ltd)","ceporex 250mg tablets","ceporex 250mg tablets","AMP","39684111000001105","J01DB01","tablet","oral","cefalexin","250.000mg","abx","Ceporex 250mg tablets (Strides Pharma UK Ltd)"
"803341000033118","91011000001106","0501021L0BCACAG","keflex 250mg tablets (flynn pharma ltd)","keflex 250mg tablets (flynn pharma ltd)","keflex 250mg tablets","keflex 250mg tablets","AMP","39684111000001105","J01DB01","tablet","oral","cefalexin","250.000mg","abx","Keflex 250mg tablets (Flynn Pharma Ltd)"
"221041000033115","343411000001108","0501021L0BBABAB","ceporex 500mg capsules (strides pharma uk ltd)","ceporex 500mg capsules (strides pharma uk ltd)","ceporex 500mg capsules","ceporex 500mg capsules","AMP","39694811000001102","J01DB01","capsule","oral","cefalexin","500.000mg","abx","Ceporex 500mg capsules (Strides Pharma UK Ltd)"
"796941000033114","362611000001105","0501021L0BCABAB","keflex 500mg capsules (flynn pharma ltd)","keflex 500mg capsules (flynn pharma ltd)","keflex 500mg capsules","keflex 500mg capsules","AMP","39694811000001102","J01DB01","capsule","oral","cefalexin","500.000mg","abx","Keflex 500mg capsules (Flynn Pharma Ltd)"
"6427141000033111","19374111000001107","0501120X0BCAAAB","evoxil 250mg tablets (beacon pharmaceuticals ltd)","evoxil 250mg tablets (kent pharma (uk) ltd)","evoxil 250mg tablets","evoxil 250mg tablets","AMP","39697411000001109","J01MA12","tablet","oral","levofloxacin hemihydrate","250.000mg","abx",NA
"1523841000033118","2847211000001103","0501030Z0BCAAAB","vibramycin-d 100mg dispersible tablets (pfizer ltd)","vibramycin-d 100mg dispersible tablets (pfizer ltd)","vibramycin-d 100mg dispersible tablets","vibramycin-d 100mg dispersible tablets","AMP","39710311000001106","J01AA02","dispersible tablet","oral","doxycycline monohydrate","100.000mg","abx","Vibramycin-D 100mg dispersible tablets (Pfizer Ltd)"
"2290741000033117","139811000001101","0501013K0BDAAAA","ranclav 375mg tablets (ranbaxy (uk) ltd)","ranclav 375mg tablets (ranbaxy (uk) ltd)","ranclav 375mg tablets","ranclav 375mg tablets","AMP","39732111000001101","J01CR02","tablet","oral","amoxicillin trihydrate/ potassium clavulanate","250.000mg + 125.000mg","abx","Ranclav 375mg tablets (Ranbaxy (UK) Ltd)"
"2186941000033119","29011000001102","0501013K0BCAAAA","amiclav 250mg/125mg tablets (ashbourne pharmaceuticals ltd)","amiclav 250mg/125mg tablets (ashbourne pharmaceuticals ltd)","amiclav 250mg/125mg tablets","amiclav 250mg/125mg tablets","AMP","39732111000001101","J01CR02","tablet","oral","amoxicillin trihydrate/ potassium clavulanate","250.000mg + 125.000mg","abx","Amiclav 250mg/125mg tablets (Ashbourne Pharmaceuticals Ltd)"
"2290841000033110","57911000001109","0501013K0BDABAJ","ranclav 625mg tablets (ranbaxy (uk) ltd)","ranclav 625mg tablets (ranbaxy (uk) ltd)","ranclav 625mg tablets","ranclav 625mg tablets","AMP","39732211000001107","J01CR02","tablet","oral","amoxicillin trihydrate/ potassium clavulanate","500.000mg + 125.000mg","abx",NA
"1671741000033118","161011000001103","0501013B0BNACAA","respillin 250mg capsules (kent pharma (uk) ltd)","respillin 250mg capsules (kent pharma (uk) ltd)","respillin 250mg capsules","respillin 250mg capsules","AMP","39732311000001104","J01CA04","capsule","oral","amoxicillin trihydrate","250.000mg","abx","Respillin 250mg capsules (Kent Pharma (UK) Ltd)"
"620241000033118","2011000001104","0501013B0BHAAAA","galenamox 250mg capsules (galen ltd)","galenamox 250mg capsules (galen ltd)","galenamox 250mg capsules","galenamox 250mg capsules","AMP","39732311000001104","J01CA04","capsule","oral","amoxicillin trihydrate","250.000mg","abx","Galenamox 250mg capsules (Galen Ltd)"
"45441000033117","500511000001107","0501013B0BGAAAA","amoram 250mg capsules (lpc medical (uk) ltd)","amoram 250mg capsules (lpc medical (uk) ltd)","amoram 250mg capsules","amoram 250mg capsules","AMP","39732311000001104","J01CA04","capsule","oral","amoxicillin trihydrate","250.000mg","abx","Amoram 250mg capsules (LPC Medical (UK) Ltd)"
"46141000033118","644811000001100","0501013B0BFAEAA","amix 250 capsules (ashbourne pharmaceuticals ltd)","amix 250 capsules (ashbourne pharmaceuticals ltd)","amix 250 capsules","amix 250 capsules","AMP","39732311000001104","J01CA04","capsule","oral","amoxicillin trihydrate","250.000mg","abx","Amix 250 capsules (Ashbourne Pharmaceuticals Ltd)"
"45641000033115","121011000001106","0501013B0BFAFAB","amix 500 capsules (ashbourne pharmaceuticals ltd)","amix 500 capsules (ashbourne pharmaceuticals ltd)","amix 500 capsules","amix 500 capsules","AMP","39732411000001106","J01CA04","capsule","oral","amoxicillin trihydrate","500.000mg","abx","Amix 500 capsules (Ashbourne Pharmaceuticals Ltd)"
"620341000033111","130111000001103","0501013B0BHABAB","galenamox 500mg capsules (galen ltd)","galenamox 500mg capsules (galen ltd)","galenamox 500mg capsules","galenamox 500mg capsules","AMP","39732411000001106","J01CA04","capsule","oral","amoxicillin trihydrate","500.000mg","abx","Galenamox 500mg capsules (Galen Ltd)"
"1671841000033111","14811000001102","0501013B0BNADAB","respillin 500mg capsules (kent pharma (uk) ltd)","respillin 500mg capsules (kent pharma (uk) ltd)","respillin 500mg capsules","respillin 500mg capsules","AMP","39732411000001106","J01CA04","capsule","oral","amoxicillin trihydrate","500.000mg","abx","Respillin 500mg capsules (Kent Pharma (UK) Ltd)"
"45541000033116","19211000001104","0501013B0BGABAB","amoram 500mg capsules (lpc medical (uk) ltd)","amoram 500mg capsules (lpc medical (uk) ltd)","amoram 500mg capsules","amoram 500mg capsules","AMP","39732411000001106","J01CA04","capsule","oral","amoxicillin trihydrate","500.000mg","abx","Amoram 500mg capsules (LPC Medical (UK) Ltd)"
"294741000033111","39732711000001100","0501013L0AAAAAA","co-fluampicil 250mg/250mg capsules","co-fluampicil 250mg/250mg capsules","co-fluampicil 250mg/250mg capsules","co-fluampicil 250mg/250mg capsules","VMP","39732711000001100","J01CA51","capsule","oral","ampicillin trihydrate/ flucloxacillin sodium","250.000mg + 250.000mg","abx","Co-fluampicil 250mg/250mg capsules"
