"cat","medcodeid","aurumterm","disease_num","score","term"
"Peripheral vascular disease","357894012","arterial leg ulcer",9,0,"Arterial leg ulcer"
"Peripheral vascular disease","349663013","other bypass of femoral artery",9,0,"Femoral artery bypass"
"Peripheral vascular disease","395791015","other peripheral vascular disease",9,0,"Other peripheral vascular disease"
"Peripheral vascular disease","124373014","thoracic aortic aneurysm without mention of rupture",9,0,"Thoracic aortic aneurysm without mention of rupture"
"Peripheral vascular disease","300962010","[x]aneurysm of other specified arteries",9,0,"Arterial aneurysm"
"Peripheral vascular disease","300446012","thoracoabdominal aortic aneurysm, ruptured",9,0,"Thoracoabdominal aortic aneurysm, ruptured"
"Peripheral vascular disease","256133012","o/e - gangrene",9,0,"O/E - gangrene"
"Peripheral vascular disease","384421000000112","other transluminal embolisation of aneurysm nos",9,0,"Other transluminal embolisation of aneurysm NOS"
"Peripheral vascular disease","741071000000112","peripheral vascular disease monitoring invitation",9,0,"Peripheral vascular disease monitoring invitation"
"Peripheral vascular disease","271779010","operation on aneurysm of suprarenal artery nec",9,0,"Operation on aneurysm of suprarenal artery NEC"
"Peripheral vascular disease","271430018","replacement of aneurysmal bifurcation of aorta nos",9,0,"Replacement of aneurysmal bifurcation of aorta NOS"
"Peripheral vascular disease","530821000006116","bypass popliteal artery by pop/pop a anast c vein graft nec",9,0,"Bypass popliteal artery by pop/pop a anast c vein graft NEC"
"Peripheral vascular disease","199806019","aneurysm of coeliac artery",9,0,"Aneurysm of coeliac artery"
"Peripheral vascular disease","300553018","embolism and/or thrombosis of the common iliac artery",9,0,"Embolism and/or thrombosis of the common iliac artery"
"Peripheral vascular disease","300540016","embolism and thrombosis of the popliteal artery",9,0,"Embolism and thrombosis of the popliteal artery"
"Peripheral vascular disease","530051000006117","bypass aorta by anastomosis axillary to femoral artery nec",9,0,"Bypass aorta by anastomosis axillary to femoral artery NEC"
"Peripheral vascular disease","1587771000006118","endov ins stent graft for aortic dissection in any position",9,0,"Repair of dissection of aorta with insertion of endovascular stent"
"Peripheral vascular disease","300485017","aneurysm nos",9,0,"Aneurysm NOS"
"Peripheral vascular disease","300515011","peripheral vascular disease nos",9,0,"Peripheral vascular disease NOS"
"Peripheral vascular disease","1587801000006116","os translum ins stent graft for aneurysmal segment of aorta",9,0,"OS translum ins stent graft for aneurysmal segment of aorta"
"Peripheral vascular disease","300457019","aneurysm of ulnar artery",9,0,"Aneurysm of ulnar artery"
"Peripheral vascular disease","1548561000006114","percutaneous transluminal coil embolisation aneurysm giant",9,0,"Percutaneous transluminal coil embolisation of giant aneurysm"
"Peripheral vascular disease","151487012","aneurysm of femoral artery",9,0,"Aneurysm of femoral artery"
"Peripheral vascular disease","300472015","aneurysm of posterior tibial artery",9,0,"Aneurysm of posterior tibial artery"
"Peripheral vascular disease","271478018","other emergency bypass of segment of aorta nos",9,0,"Other emergency bypass of segment of aorta NOS"
"Peripheral vascular disease","530151000006118","bypass femoral artery by fem/tib art anast c prosthesis nec",9,0,"Bypass femoral artery by fem/tib art anast c prosthesis NEC"
"Peripheral vascular disease","530131000006113","bypass femoral artery by fem/pop art anast c prosthesis nec",9,0,"Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis"
"Peripheral vascular disease","530111000006119","bypass femoral artery by fem/peron a anast c prosthesis nec",9,0,"Bypass femoral artery by fem/peron a anast c prosthesis NEC"
"Peripheral vascular disease","300479012","aneurysm of other artery",9,0,"Aneurysm of other artery"
"Peripheral vascular disease","300959012","[x]atherosclerosis of other arteries",9,0,"[X]Atherosclerosis of other arteries"
"Peripheral vascular disease","482451000006111","aneurysm of common carotid art",9,0,"Aneurysm of common carotid art"
"Peripheral vascular disease","108827017","aneurysm of superior mesenteric artery",9,0,"Aneurysm of superior mesenteric artery"
"Peripheral vascular disease","300464017","aneurysm of internal iliac artery",9,0,"Aneurysm of internal iliac artery"
"Peripheral vascular disease","349674016","emergency replacement of aneurysmal popliteal artery",9,0,"Emergency replacement of aneurysmal popliteal artery"
"Peripheral vascular disease","271670016","percutaneous transluminal angioplasty of axillary artery",9,0,"Percutaneous transluminal angioplasty of axillary artery"
"Peripheral vascular disease","173711000006118","replacement of aneurysmal bifurcation of aorta os",9,0,"Replacement of aneurysmal bifurcation of aorta OS"
"Peripheral vascular disease","300433019","extremity artery atheroma",9,0,"Extremity artery atheroma"
"Peripheral vascular disease","349694013","tube graft abdominal aortic aneurysm (emergency)",9,0,"Tube graft abdominal aortic aneurysm - emergency"
"Peripheral vascular disease","300507013","gangrene of finger",9,0,"Gangrene of finger"
"Peripheral vascular disease","1548621000006116","perc translum balloon assist coil embolisat single aneurysm",9,0,"Perc translum balloon assist coil embolisat single aneurysm"
"Peripheral vascular disease","349668016","other emergency bypass of superficial femoral artery",9,0,"Other emergency bypass of superficial femoral artery"
"Peripheral vascular disease","300510018","other specified peripheral vascular disease",9,0,"Other specified peripheral vascular disease"
"Peripheral vascular disease","271470013","other replacement of aneurysmal segment of aorta nos",9,0,"Other replacement of aneurysmal segment of aorta NOS"
"Peripheral vascular disease","1816191000006118","dissection of artery of lower extremity",9,0,"Dissection of artery of lower limb"
"Peripheral vascular disease","300466015","aneurysm of iliac artery nos",9,0,"Aneurysm of iliac artery NOS"
"Peripheral vascular disease","300535012","embolism and thrombosis of the brachial artery",9,0,"Embolism and thrombosis of the brachial artery"
"Peripheral vascular disease","300537016","embolism and thrombosis of the ulnar artery",9,0,"Embolism and thrombosis of the ulnar artery"
"Peripheral vascular disease","300547018","embolism and thrombosis of a leg artery nos",9,0,"Embolism and thrombosis of a leg artery NOS"
"Peripheral vascular disease","638871000006114","embolism and thrombosis of other and unspec parts aorta",9,0,"Embolism and thrombosis of other and unspec parts aorta"
"Peripheral vascular disease","300552011","embolism and thrombosis of other specified artery",9,0,"Embolism and thrombosis of other specified artery"
"Peripheral vascular disease","271641013","operation on aneurysm of axillary artery",9,0,"Operation on aneurysm of axillary artery"
"Peripheral vascular disease","349677011","other bypass of iliac artery by anastomosis",9,0,"Other bypass of iliac artery by anastomosis"
"Peripheral vascular disease","501011000006118","axillo-bifemoral bypass graft",9,0,"Axillofemoral bypass graft"
"Peripheral vascular disease","80421013","aneurysm of popliteal artery",9,0,"Aneurysm of popliteal artery"
"Peripheral vascular disease","17311000006112","other replacement aneurysmal femoral artery by anastomosis",9,0,"Other replacement aneurysmal femoral artery by anastomosis"
"Peripheral vascular disease","271617010","reconstruction of brachial artery with vein graft",9,0,"Reconstruction of brachial artery with vein graft"
"Peripheral vascular disease","271444012","other specified other bypass of bifurcation of aorta",9,0,"Other specified other bypass of bifurcation of aorta"
"Peripheral vascular disease","349665018","other bypass of common femoral artery",9,0,"Other bypass of common femoral artery"
"Peripheral vascular disease","300482019","aneurysm of inferior mesenteric artery",9,0,"Aneurysm of inferior mesenteric artery"
"Peripheral vascular disease","2111871000000116","abdominal aortic aneurysm screen ultrasound scan abnormal",9,0,"Abdominal aortic aneurysm screen ultrasound scan abnormal"
"Peripheral vascular disease","63716015","aneurysm of subclavian artery",9,0,"Aneurysm of subclavian artery"
"Peripheral vascular disease","2168721000000118","dissection of iliac artery",9,0,"Dissection of iliac artery"
"Peripheral vascular disease","639441000006111","emerg bypass femoral art by fem/tib a anast c vein graft nec",9,0,"Emerg bypass femoral art by fem/tib a anast c vein graft NEC"
"Peripheral vascular disease","349670013","other emergency bypass of deep femoral artery",9,0,"Other emergency bypass of deep femoral artery"
"Peripheral vascular disease","1756091000006111","infrarenal abdominal aortic aneurysm",9,0,"Aneurysm of infrarenal abdominal aorta"
"Peripheral vascular disease","359091000000110","transluminal coil embolisation of aneurysm",9,0,"Embolisation of aneurysm using transluminal coil"
"Peripheral vascular disease","271447017","emergency repair of aortic aneurysm",9,0,"Emergency repair of aortic aneurysm"
"Peripheral vascular disease","173601000006111","replace aneurysm pop art by pop/pop a anast c vein graft nec",9,0,"Replace aneurysm pop art by pop/pop a anast c vein graft NEC"
"Peripheral vascular disease","300480010","aneurysm of neck artery nos",9,0,"Aneurysm of neck artery NOS"
"Peripheral vascular disease","359851000000113","endovascular stenting of suprarenal aortic aneurysm",9,0,"Repair of suprarenal abdominal aortic aneurysm with insertion of endovascular stent"
"Peripheral vascular disease","216185010","peripheral vascular disease monitoring",9,0,"Peripheral vascular disease monitoring"
"Peripheral vascular disease","173471000006115","replace aneurysm bifurc aorta by anast aorta to iliac artery",9,0,"Replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to iliac artery"
"Peripheral vascular disease","105536013","intermittent claudication",9,0,"Intermittent claudication"
"Peripheral vascular disease","22740018","aneurysm of iliac artery",9,0,"Aneurysm of iliac artery"
"Peripheral vascular disease","300441019","abdominal aortic aneurysm without mention of rupture",9,0,"Abdominal aortic aneurysm"
"Peripheral vascular disease","530171000006111","bypass femoral artery by femoral/femoral art anastomosis nec",9,0,"Femoral-femoral artery vascular bypass"
"Peripheral vascular disease","349666017","other bypass of femoral or popliteal artery by anastomosis",9,0,"Other bypass of femoral or popliteal artery by anastomosis"
"Peripheral vascular disease","394322012","replacement of aneurysmal iliac artery",9,0,"Replacement of aneurysmal iliac artery"
"Peripheral vascular disease","349661010","other bypass of superficial femoral artery",9,0,"Other bypass of superficial femoral artery"
"Peripheral vascular disease","272102012","operation on aneurysm of artery nec",9,0,"Operation on aneurysm of artery NEC"
"Peripheral vascular disease","272091010","repair of artery using vein graft nec",9,0,"Repair of artery using vein graft NEC"
"Peripheral vascular disease","300483012","aneurysm of other visceral artery",9,0,"Aneurysm of other visceral artery"
"Peripheral vascular disease","1847121000006114","peripheral arterial disease",9,0,"Peripheral arterial disease"
"Peripheral vascular disease","300536013","embolism and thrombosis of the radial artery",9,0,"Embolism and thrombosis of the radial artery"
"Peripheral vascular disease","235491000006115","peripheral arterio-venous aneurysm",9,0,"Peripheral arterio-venous aneurysm"
"Peripheral vascular disease","400814019","congenital peripheral aneurysm",9,0,"Congenital peripheral aneurysm"
